"name","spectrum_id","feature_idx","precursor_mz","precursor_rt","n_peaks","ID","feature_name","feature_mz","feature_rt","in_top_500","rank","label","full_label","display_label","cluster","size"
"8","feat_2_spec_1",2,101.0244,8.946,8,1021,"Succinic semialdehyde",101.0244,8.946,FALSE,NA,"F2_S1","Succinic semialdehyde
101.02 m/z @ 8.95 min",NA,1,3.49019607843137
"10","feat_2_spec_3",2,101.0244,8.946,5,1021,"Succinic semialdehyde",101.0244,8.946,FALSE,NA,"F2_S3","Succinic semialdehyde
101.02 m/z @ 8.95 min",NA,1,3.19607843137255
"15","feat_2_spec_8",2,101.0244,8.946,9,1021,"Succinic semialdehyde",101.0244,8.946,FALSE,NA,"F2_S8","Succinic semialdehyde
101.02 m/z @ 8.95 min",NA,2,3.58823529411765
"17","feat_2_spec_10",2,101.0244,8.946,8,1021,"Succinic semialdehyde",101.0244,8.946,FALSE,NA,"F2_S10","Succinic semialdehyde
101.02 m/z @ 8.95 min",NA,2,3.49019607843137
"29","feat_12_spec_1",12,110.89906,4.959,11,9550,"Selenium dioxide",110.89906,4.959,FALSE,NA,"F12_S1","Selenium dioxide
110.9 m/z @ 4.96 min",NA,2,3.7843137254902
"32","feat_14_spec_2",14,111.02002,1.867,12,932,"Uracil",111.02002,1.867,FALSE,NA,"F14_S2","Uracil
111.02 m/z @ 1.87 min",NA,2,3.88235294117647
"34","feat_14_spec_4",14,111.02002,1.867,13,932,"Uracil",111.02002,1.867,FALSE,NA,"F14_S4","Uracil
111.02 m/z @ 1.87 min",NA,2,3.98039215686275
"36","feat_14_spec_6",14,111.02002,1.867,15,932,"Uracil",111.02002,1.867,FALSE,NA,"F14_S6","Uracil
111.02 m/z @ 1.87 min",NA,2,4.17647058823529
"40","feat_15_spec_1",15,111.02002,2.108,5,2694,"mH",111.02002,2.108,FALSE,NA,"F15_S1","mH
111.02 m/z @ 2.11 min",NA,2,3.19607843137255
"41","feat_15_spec_2",15,111.02002,2.108,3,2694,"mH",111.02002,2.108,FALSE,NA,"F15_S2","mH
111.02 m/z @ 2.11 min",NA,2,3
"42","feat_15_spec_3",15,111.02002,2.108,8,2694,"mH",111.02002,2.108,FALSE,NA,"F15_S3","mH
111.02 m/z @ 2.11 min",NA,2,3.49019607843137
"44","feat_15_spec_5",15,111.02002,2.108,11,2694,"mH",111.02002,2.108,FALSE,NA,"F15_S5","mH
111.02 m/z @ 2.11 min",NA,2,3.7843137254902
"46","feat_15_spec_7",15,111.02002,2.108,9,2694,"mH",111.02002,2.108,FALSE,NA,"F15_S7","mH
111.02 m/z @ 2.11 min",NA,2,3.58823529411765
"48","feat_16_spec_1",16,111.02006,5.129,13,784,"Uracil",111.02006,5.129,FALSE,NA,"F16_S1","Uracil
111.02 m/z @ 5.13 min",NA,2,3.98039215686275
"50","feat_16_spec_3",16,111.02006,5.129,14,784,"Uracil",111.02006,5.129,FALSE,NA,"F16_S3","Uracil
111.02 m/z @ 5.13 min",NA,2,4.07843137254902
"52","feat_17_spec_1",17,111.02007,1.4,14,462,"Uracil",111.02007,1.4,FALSE,NA,"F17_S1","Uracil
111.02 m/z @ 1.4 min",NA,3,4.07843137254902
"53","feat_17_spec_2",17,111.02007,1.4,13,462,"Uracil",111.02007,1.4,FALSE,NA,"F17_S2","Uracil
111.02 m/z @ 1.4 min",NA,4,3.98039215686275
"54","feat_17_spec_3",17,111.02007,1.4,12,462,"Uracil",111.02007,1.4,FALSE,NA,"F17_S3","Uracil
111.02 m/z @ 1.4 min",NA,2,3.88235294117647
"55","feat_17_spec_4",17,111.02007,1.4,5,462,"Uracil",111.02007,1.4,FALSE,NA,"F17_S4","Uracil
111.02 m/z @ 1.4 min",NA,2,3.19607843137255
"56","feat_17_spec_5",17,111.02007,1.4,18,462,"Uracil",111.02007,1.4,FALSE,NA,"F17_S5","Uracil
111.02 m/z @ 1.4 min",NA,2,4.47058823529412
"58","feat_17_spec_7",17,111.02007,1.4,11,462,"Uracil",111.02007,1.4,FALSE,NA,"F17_S7","Uracil
111.02 m/z @ 1.4 min",NA,2,3.7843137254902
"60","feat_17_spec_9",17,111.02007,1.4,6,462,"Uracil",111.02007,1.4,FALSE,NA,"F17_S9","Uracil
111.02 m/z @ 1.4 min",NA,2,3.29411764705882
"62","feat_18_spec_1",18,111.02007,1.317,11,835,"Uracil",111.02007,1.317,FALSE,NA,"F18_S1","Uracil
111.02 m/z @ 1.32 min",NA,2,3.7843137254902
"64","feat_18_spec_3",18,111.02007,1.317,13,835,"Uracil",111.02007,1.317,FALSE,NA,"F18_S3","Uracil
111.02 m/z @ 1.32 min",NA,2,3.98039215686275
"65","feat_18_spec_4",18,111.02007,1.317,7,835,"Uracil",111.02007,1.317,FALSE,NA,"F18_S4","Uracil
111.02 m/z @ 1.32 min",NA,2,3.3921568627451
"66","feat_18_spec_5",18,111.02007,1.317,14,835,"Uracil",111.02007,1.317,FALSE,NA,"F18_S5","Uracil
111.02 m/z @ 1.32 min",NA,3,4.07843137254902
"67","feat_18_spec_6",18,111.02007,1.317,13,835,"Uracil",111.02007,1.317,FALSE,NA,"F18_S6","Uracil
111.02 m/z @ 1.32 min",NA,4,3.98039215686275
"68","feat_22_spec_1",22,112.93727,8.586,10,1251,"Thiosulfic acid",112.93727,8.586,FALSE,NA,"F22_S1","Thiosulfic acid
112.94 m/z @ 8.59 min",NA,5,3.68627450980392
"70","feat_22_spec_3",22,112.93727,8.586,15,1251,"Thiosulfic acid",112.93727,8.586,FALSE,NA,"F22_S3","Thiosulfic acid
112.94 m/z @ 8.59 min",NA,5,4.17647058823529
"74","feat_25_spec_1",25,113.06092,3.778,18,309,"ε-Caprolactone",113.06092,3.778,FALSE,NA,"F25_S1","ε-Caprolactone
113.06 m/z @ 3.78 min",NA,6,4.47058823529412
"75","feat_25_spec_2",25,113.06092,3.778,23,309,"ε-Caprolactone",113.06092,3.778,FALSE,NA,"F25_S2","ε-Caprolactone
113.06 m/z @ 3.78 min",NA,6,4.96078431372549
"76","feat_25_spec_3",25,113.06092,3.778,17,309,"ε-Caprolactone",113.06092,3.778,FALSE,NA,"F25_S3","ε-Caprolactone
113.06 m/z @ 3.78 min",NA,6,4.37254901960784
"77","feat_25_spec_4",25,113.06092,3.778,24,309,"ε-Caprolactone",113.06092,3.778,FALSE,NA,"F25_S4","ε-Caprolactone
113.06 m/z @ 3.78 min",NA,6,5.05882352941176
"78","feat_25_spec_5",25,113.06092,3.778,19,309,"ε-Caprolactone",113.06092,3.778,FALSE,NA,"F25_S5","ε-Caprolactone
113.06 m/z @ 3.78 min",NA,6,4.56862745098039
"79","feat_25_spec_6",25,113.06092,3.778,14,309,"ε-Caprolactone",113.06092,3.778,FALSE,NA,"F25_S6","ε-Caprolactone
113.06 m/z @ 3.78 min",NA,6,4.07843137254902
"81","feat_27_spec_2",27,114.01966,8.593,9,4208,"Maleamic acid",114.01966,8.593,FALSE,NA,"F27_S2","Maleamic acid
114.02 m/z @ 8.59 min",NA,7,3.58823529411765
"83","feat_27_spec_4",27,114.01966,8.593,10,4208,"Maleamic acid",114.01966,8.593,FALSE,NA,"F27_S4","Maleamic acid
114.02 m/z @ 8.59 min",NA,7,3.68627450980392
"84","feat_28_spec_1",28,174.04094,5.898,10,6302,"Maleamic acid",174.04094,5.898,FALSE,NA,"F28_S1","Maleamic acid
174.04 m/z @ 5.9 min",NA,8,3.68627450980392
"85","feat_28_spec_2",28,174.04094,5.898,13,6302,"Maleamic acid",174.04094,5.898,FALSE,NA,"F28_S2","Maleamic acid
174.04 m/z @ 5.9 min",NA,9,3.98039215686275
"86","feat_28_spec_3",28,174.04094,5.898,10,6302,"Maleamic acid",174.04094,5.898,FALSE,NA,"F28_S3","Maleamic acid
174.04 m/z @ 5.9 min",NA,10,3.68627450980392
"87","feat_28_spec_4",28,174.04094,5.898,10,6302,"Maleamic acid",174.04094,5.898,FALSE,NA,"F28_S4","Maleamic acid
174.04 m/z @ 5.9 min",NA,11,3.68627450980392
"98","feat_33_spec_1",33,175.02486,8.458,15,4905,"5-Hydroxydihydro-2,3-furandione",175.02486,8.458,FALSE,NA,"F33_S1","5-Hydroxydihydro-2,3-furandione
175.02 m/z @ 8.46 min",NA,2,4.17647058823529
"99","feat_33_spec_2",33,175.02486,8.458,13,4905,"5-Hydroxydihydro-2,3-furandione",175.02486,8.458,FALSE,NA,"F33_S2","5-Hydroxydihydro-2,3-furandione
175.02 m/z @ 8.46 min",NA,2,3.98039215686275
"100","feat_33_spec_3",33,175.02486,8.458,28,4905,"5-Hydroxydihydro-2,3-furandione",175.02486,8.458,FALSE,NA,"F33_S3","5-Hydroxydihydro-2,3-furandione
175.02 m/z @ 8.46 min",NA,2,5.45098039215686
"101","feat_33_spec_4",33,175.02486,8.458,9,4905,"5-Hydroxydihydro-2,3-furandione",175.02486,8.458,FALSE,NA,"F33_S4","5-Hydroxydihydro-2,3-furandione
175.02 m/z @ 8.46 min",NA,2,3.58823529411765
"102","feat_34_spec_1",34,161.00929,5.089,13,3310,"Fumaric acid",161.00929,5.089,FALSE,NA,"F34_S1","Fumaric acid
161.01 m/z @ 5.09 min",NA,12,3.98039215686275
"104","feat_36_spec_1",36,115.04014,5.142,17,29,"3-oxovaleric acid",115.04014,5.142,FALSE,NA,"F36_S1","3-oxovaleric acid
115.04 m/z @ 5.14 min",NA,13,4.37254901960784
"105","feat_36_spec_2",36,115.04014,5.142,9,29,"3-oxovaleric acid",115.04014,5.142,FALSE,NA,"F36_S2","3-oxovaleric acid
115.04 m/z @ 5.14 min",NA,14,3.58823529411765
"106","feat_36_spec_3",36,115.04014,5.142,14,29,"3-oxovaleric acid",115.04014,5.142,FALSE,NA,"F36_S3","3-oxovaleric acid
115.04 m/z @ 5.14 min",NA,13,4.07843137254902
"107","feat_36_spec_4",36,115.04014,5.142,11,29,"3-oxovaleric acid",115.04014,5.142,FALSE,NA,"F36_S4","3-oxovaleric acid
115.04 m/z @ 5.14 min",NA,14,3.7843137254902
"108","feat_40_spec_1",40,115.07658,3.909,11,1947,"cyclohexane-1,2-diol",115.07658,3.909,FALSE,NA,"F40_S1","cyclohexane-1,2-diol
115.08 m/z @ 3.91 min",NA,13,3.7843137254902
"110","feat_40_spec_3",40,115.07658,3.909,22,1947,"cyclohexane-1,2-diol",115.07658,3.909,FALSE,NA,"F40_S3","cyclohexane-1,2-diol
115.08 m/z @ 3.91 min",NA,13,4.86274509803922
"112","feat_43_spec_1",43,116.93432,0.802,19,6453,NA,116.93432,0.802,FALSE,NA,"F43_S1","Feature 43
116.93 m/z @ 0.8 min",NA,15,4.56862745098039
"114","feat_48_spec_1",48,117.01936,8.004,19,503,"Succinic acid",117.01936,8.004,FALSE,NA,"F48_S1","Succinic acid
117.02 m/z @ 8 min",NA,15,4.56862745098039
"115","feat_48_spec_2",48,117.01936,8.004,13,503,"Succinic acid",117.01936,8.004,FALSE,NA,"F48_S2","Succinic acid
117.02 m/z @ 8 min",NA,15,3.98039215686275
"116","feat_48_spec_3",48,117.01936,8.004,16,503,"Succinic acid",117.01936,8.004,FALSE,NA,"F48_S3","Succinic acid
117.02 m/z @ 8 min",NA,15,4.27450980392157
"117","feat_48_spec_4",48,117.01936,8.004,11,503,"Succinic acid",117.01936,8.004,FALSE,NA,"F48_S4","Succinic acid
117.02 m/z @ 8 min",NA,15,3.7843137254902
"118","feat_49_spec_1",49,117.01937,7.63,21,580,"Succinic acid",117.01937,7.63,FALSE,NA,"F49_S1","Succinic acid
117.02 m/z @ 7.63 min",NA,15,4.76470588235294
"119","feat_49_spec_2",49,117.01937,7.63,10,580,"Succinic acid",117.01937,7.63,FALSE,NA,"F49_S2","Succinic acid
117.02 m/z @ 7.63 min",NA,15,3.68627450980392
"120","feat_49_spec_3",49,117.01937,7.63,15,580,"Succinic acid",117.01937,7.63,FALSE,NA,"F49_S3","Succinic acid
117.02 m/z @ 7.63 min",NA,15,4.17647058823529
"121","feat_49_spec_4",49,117.01937,7.63,12,580,"Succinic acid",117.01937,7.63,FALSE,NA,"F49_S4","Succinic acid
117.02 m/z @ 7.63 min",NA,15,3.88235294117647
"122","feat_49_spec_5",49,117.01937,7.63,18,580,"Succinic acid",117.01937,7.63,FALSE,NA,"F49_S5","Succinic acid
117.02 m/z @ 7.63 min",NA,15,4.47058823529412
"123","feat_49_spec_6",49,117.01937,7.63,13,580,"Succinic acid",117.01937,7.63,FALSE,NA,"F49_S6","Succinic acid
117.02 m/z @ 7.63 min",NA,15,3.98039215686275
"124","feat_50_spec_1",50,117.01937,6.909,16,271,"Succinic acid",117.01937,6.909,FALSE,NA,"F50_S1","Succinic acid
117.02 m/z @ 6.91 min",NA,15,4.27450980392157
"125","feat_50_spec_2",50,117.01937,6.909,16,271,"Succinic acid",117.01937,6.909,FALSE,NA,"F50_S2","Succinic acid
117.02 m/z @ 6.91 min",NA,15,4.27450980392157
"126","feat_50_spec_3",50,117.01937,6.909,21,271,"Succinic acid",117.01937,6.909,FALSE,NA,"F50_S3","Succinic acid
117.02 m/z @ 6.91 min",NA,15,4.76470588235294
"127","feat_50_spec_4",50,117.01937,6.909,19,271,"Succinic acid",117.01937,6.909,FALSE,NA,"F50_S4","Succinic acid
117.02 m/z @ 6.91 min",NA,15,4.56862745098039
"128","feat_50_spec_5",50,117.01937,6.909,22,271,"Succinic acid",117.01937,6.909,FALSE,NA,"F50_S5","Succinic acid
117.02 m/z @ 6.91 min",NA,15,4.86274509803922
"129","feat_50_spec_6",50,117.01937,6.909,16,271,"Succinic acid",117.01937,6.909,FALSE,NA,"F50_S6","Succinic acid
117.02 m/z @ 6.91 min",NA,15,4.27450980392157
"130","feat_51_spec_1",51,117.01938,7.391,22,506,"Succinic acid",117.01938,7.391,FALSE,NA,"F51_S1","Succinic acid
117.02 m/z @ 7.39 min",NA,15,4.86274509803922
"131","feat_51_spec_2",51,117.01938,7.391,18,506,"Succinic acid",117.01938,7.391,FALSE,NA,"F51_S2","Succinic acid
117.02 m/z @ 7.39 min",NA,15,4.47058823529412
"132","feat_52_spec_1",52,117.01938,7.123,12,294,"Succinic acid",117.01938,7.123,TRUE,359,"F52_S1","Succinic acid
117.02 m/z @ 7.12 min
Rank: 359","Succinic acid",15,6.23529411764706
"133","feat_52_spec_2",52,117.01938,7.123,15,294,"Succinic acid",117.01938,7.123,TRUE,359,"F52_S2","Succinic acid
117.02 m/z @ 7.12 min
Rank: 359","Succinic acid",15,6.64705882352941
"134","feat_52_spec_3",52,117.01938,7.123,12,294,"Succinic acid",117.01938,7.123,TRUE,359,"F52_S3","Succinic acid
117.02 m/z @ 7.12 min
Rank: 359","Succinic acid",15,6.23529411764706
"135","feat_52_spec_4",52,117.01938,7.123,14,294,"Succinic acid",117.01938,7.123,TRUE,359,"F52_S4","Succinic acid
117.02 m/z @ 7.12 min
Rank: 359","Succinic acid",15,6.50980392156863
"136","feat_52_spec_5",52,117.01938,7.123,14,294,"Succinic acid",117.01938,7.123,TRUE,359,"F52_S5","Succinic acid
117.02 m/z @ 7.12 min
Rank: 359","Succinic acid",15,6.50980392156863
"137","feat_52_spec_6",52,117.01938,7.123,16,294,"Succinic acid",117.01938,7.123,TRUE,359,"F52_S6","Succinic acid
117.02 m/z @ 7.12 min
Rank: 359","Succinic acid",15,6.7843137254902
"138","feat_52_spec_7",52,117.01938,7.123,14,294,"Succinic acid",117.01938,7.123,TRUE,359,"F52_S7","Succinic acid
117.02 m/z @ 7.12 min
Rank: 359","Succinic acid",15,6.50980392156863
"139","feat_53_spec_1",53,117.01939,6.605,22,151,"Succinic acid",117.01939,6.605,FALSE,NA,"F53_S1","Succinic acid
117.02 m/z @ 6.61 min",NA,15,4.86274509803922
"140","feat_53_spec_2",53,117.01939,6.605,11,151,"Succinic acid",117.01939,6.605,FALSE,NA,"F53_S2","Succinic acid
117.02 m/z @ 6.61 min",NA,15,3.7843137254902
"141","feat_53_spec_3",53,117.01939,6.605,23,151,"Succinic acid",117.01939,6.605,FALSE,NA,"F53_S3","Succinic acid
117.02 m/z @ 6.61 min",NA,15,4.96078431372549
"142","feat_53_spec_4",53,117.01939,6.605,16,151,"Succinic acid",117.01939,6.605,FALSE,NA,"F53_S4","Succinic acid
117.02 m/z @ 6.61 min",NA,15,4.27450980392157
"143","feat_54_spec_1",54,117.01939,7.82,14,604,"Succinic acid",117.01939,7.82,TRUE,488,"F54_S1","Succinic acid
117.02 m/z @ 7.82 min
Rank: 488","Succinic acid",15,6.50980392156863
"144","feat_54_spec_2",54,117.01939,7.82,19,604,"Succinic acid",117.01939,7.82,TRUE,488,"F54_S2","Succinic acid
117.02 m/z @ 7.82 min
Rank: 488","Succinic acid",15,7.19607843137255
"145","feat_54_spec_3",54,117.01939,7.82,15,604,"Succinic acid",117.01939,7.82,TRUE,488,"F54_S3","Succinic acid
117.02 m/z @ 7.82 min
Rank: 488","Succinic acid",15,6.64705882352941
"146","feat_54_spec_4",54,117.01939,7.82,13,604,"Succinic acid",117.01939,7.82,TRUE,488,"F54_S4","Succinic acid
117.02 m/z @ 7.82 min
Rank: 488","Succinic acid",15,6.37254901960784
"147","feat_54_spec_5",54,117.01939,7.82,19,604,"Succinic acid",117.01939,7.82,TRUE,488,"F54_S5","Succinic acid
117.02 m/z @ 7.82 min
Rank: 488","Succinic acid",15,7.19607843137255
"148","feat_54_spec_6",54,117.01939,7.82,15,604,"Succinic acid",117.01939,7.82,TRUE,488,"F54_S6","Succinic acid
117.02 m/z @ 7.82 min
Rank: 488","Succinic acid",15,6.64705882352941
"149","feat_62_spec_1",62,121.02954,1.017,13,2115,"4-Hydroxybenzaldehyde",121.02954,1.017,FALSE,NA,"F62_S1","4-Hydroxybenzaldehyde
121.03 m/z @ 1.02 min",NA,16,3.98039215686275
"150","feat_62_spec_2",62,121.02954,1.017,15,2115,"4-Hydroxybenzaldehyde",121.02954,1.017,FALSE,NA,"F62_S2","4-Hydroxybenzaldehyde
121.03 m/z @ 1.02 min",NA,17,4.17647058823529
"151","feat_62_spec_3",62,121.02954,1.017,15,2115,"4-Hydroxybenzaldehyde",121.02954,1.017,FALSE,NA,"F62_S3","4-Hydroxybenzaldehyde
121.03 m/z @ 1.02 min",NA,16,4.17647058823529
"152","feat_62_spec_4",62,121.02954,1.017,10,2115,"4-Hydroxybenzaldehyde",121.02954,1.017,FALSE,NA,"F62_S4","4-Hydroxybenzaldehyde
121.03 m/z @ 1.02 min",NA,18,3.68627450980392
"153","feat_63_spec_1",63,121.02954,0.879,11,848,"4-Hydroxybenzaldehyde",121.02954,0.879,FALSE,NA,"F63_S1","4-Hydroxybenzaldehyde
121.03 m/z @ 0.88 min",NA,16,3.7843137254902
"154","feat_63_spec_2",63,121.02954,0.879,11,848,"4-Hydroxybenzaldehyde",121.02954,0.879,FALSE,NA,"F63_S2","4-Hydroxybenzaldehyde
121.03 m/z @ 0.88 min",NA,19,3.7843137254902
"155","feat_63_spec_3",63,121.02954,0.879,13,848,"4-Hydroxybenzaldehyde",121.02954,0.879,FALSE,NA,"F63_S3","4-Hydroxybenzaldehyde
121.03 m/z @ 0.88 min",NA,16,3.98039215686275
"156","feat_63_spec_4",63,121.02954,0.879,15,848,"4-Hydroxybenzaldehyde",121.02954,0.879,FALSE,NA,"F63_S4","4-Hydroxybenzaldehyde
121.03 m/z @ 0.88 min",NA,20,4.17647058823529
"157","feat_63_spec_5",63,121.02954,0.879,8,848,"4-Hydroxybenzaldehyde",121.02954,0.879,FALSE,NA,"F63_S5","4-Hydroxybenzaldehyde
121.03 m/z @ 0.88 min",NA,21,3.49019607843137
"158","feat_63_spec_6",63,121.02954,0.879,14,848,"4-Hydroxybenzaldehyde",121.02954,0.879,FALSE,NA,"F63_S6","4-Hydroxybenzaldehyde
121.03 m/z @ 0.88 min",NA,22,4.07843137254902
"159","feat_63_spec_7",63,121.02954,0.879,8,848,"4-Hydroxybenzaldehyde",121.02954,0.879,FALSE,NA,"F63_S7","4-Hydroxybenzaldehyde
121.03 m/z @ 0.88 min",NA,23,3.49019607843137
"160","feat_63_spec_8",63,121.02954,0.879,15,848,"4-Hydroxybenzaldehyde",121.02954,0.879,FALSE,NA,"F63_S8","4-Hydroxybenzaldehyde
121.03 m/z @ 0.88 min",NA,24,4.17647058823529
"161","feat_64_spec_1",64,121.02954,0.931,11,153,"4-Hydroxybenzaldehyde",121.02954,0.931,FALSE,NA,"F64_S1","4-Hydroxybenzaldehyde
121.03 m/z @ 0.93 min",NA,16,3.7843137254902
"162","feat_64_spec_2",64,121.02954,0.931,11,153,"4-Hydroxybenzaldehyde",121.02954,0.931,FALSE,NA,"F64_S2","4-Hydroxybenzaldehyde
121.03 m/z @ 0.93 min",NA,19,3.7843137254902
"163","feat_64_spec_3",64,121.02954,0.931,13,153,"4-Hydroxybenzaldehyde",121.02954,0.931,FALSE,NA,"F64_S3","4-Hydroxybenzaldehyde
121.03 m/z @ 0.93 min",NA,16,3.98039215686275
"164","feat_64_spec_4",64,121.02954,0.931,15,153,"4-Hydroxybenzaldehyde",121.02954,0.931,FALSE,NA,"F64_S4","4-Hydroxybenzaldehyde
121.03 m/z @ 0.93 min",NA,20,4.17647058823529
"165","feat_64_spec_5",64,121.02954,0.931,13,153,"4-Hydroxybenzaldehyde",121.02954,0.931,FALSE,NA,"F64_S5","4-Hydroxybenzaldehyde
121.03 m/z @ 0.93 min",NA,16,3.98039215686275
"166","feat_64_spec_6",64,121.02954,0.931,15,153,"4-Hydroxybenzaldehyde",121.02954,0.931,FALSE,NA,"F64_S6","4-Hydroxybenzaldehyde
121.03 m/z @ 0.93 min",NA,17,4.17647058823529
"167","feat_64_spec_7",64,121.02954,0.931,8,153,"4-Hydroxybenzaldehyde",121.02954,0.931,FALSE,NA,"F64_S7","4-Hydroxybenzaldehyde
121.03 m/z @ 0.93 min",NA,21,3.49019607843137
"168","feat_64_spec_8",64,121.02954,0.931,14,153,"4-Hydroxybenzaldehyde",121.02954,0.931,FALSE,NA,"F64_S8","4-Hydroxybenzaldehyde
121.03 m/z @ 0.93 min",NA,22,4.07843137254902
"169","feat_64_spec_9",64,121.02954,0.931,8,153,"4-Hydroxybenzaldehyde",121.02954,0.931,FALSE,NA,"F64_S9","4-Hydroxybenzaldehyde
121.03 m/z @ 0.93 min",NA,23,3.49019607843137
"170","feat_64_spec_10",64,121.02954,0.931,15,153,"4-Hydroxybenzaldehyde",121.02954,0.931,FALSE,NA,"F64_S10","4-Hydroxybenzaldehyde
121.03 m/z @ 0.93 min",NA,24,4.17647058823529
"171","feat_65_spec_1",65,121.02962,0.949,11,252,"4-Hydroxybenzaldehyde",121.02962,0.949,FALSE,NA,"F65_S1","4-Hydroxybenzaldehyde
121.03 m/z @ 0.95 min",NA,16,3.7843137254902
"172","feat_65_spec_2",65,121.02962,0.949,11,252,"4-Hydroxybenzaldehyde",121.02962,0.949,FALSE,NA,"F65_S2","4-Hydroxybenzaldehyde
121.03 m/z @ 0.95 min",NA,19,3.7843137254902
"173","feat_65_spec_3",65,121.02962,0.949,13,252,"4-Hydroxybenzaldehyde",121.02962,0.949,FALSE,NA,"F65_S3","4-Hydroxybenzaldehyde
121.03 m/z @ 0.95 min",NA,16,3.98039215686275
"174","feat_65_spec_4",65,121.02962,0.949,15,252,"4-Hydroxybenzaldehyde",121.02962,0.949,FALSE,NA,"F65_S4","4-Hydroxybenzaldehyde
121.03 m/z @ 0.95 min",NA,20,4.17647058823529
"175","feat_65_spec_5",65,121.02962,0.949,13,252,"4-Hydroxybenzaldehyde",121.02962,0.949,FALSE,NA,"F65_S5","4-Hydroxybenzaldehyde
121.03 m/z @ 0.95 min",NA,16,3.98039215686275
"176","feat_65_spec_6",65,121.02962,0.949,15,252,"4-Hydroxybenzaldehyde",121.02962,0.949,FALSE,NA,"F65_S6","4-Hydroxybenzaldehyde
121.03 m/z @ 0.95 min",NA,17,4.17647058823529
"177","feat_65_spec_7",65,121.02962,0.949,15,252,"4-Hydroxybenzaldehyde",121.02962,0.949,FALSE,NA,"F65_S7","4-Hydroxybenzaldehyde
121.03 m/z @ 0.95 min",NA,16,4.17647058823529
"178","feat_65_spec_8",65,121.02962,0.949,10,252,"4-Hydroxybenzaldehyde",121.02962,0.949,FALSE,NA,"F65_S8","4-Hydroxybenzaldehyde
121.03 m/z @ 0.95 min",NA,18,3.68627450980392
"179","feat_65_spec_9",65,121.02962,0.949,8,252,"4-Hydroxybenzaldehyde",121.02962,0.949,FALSE,NA,"F65_S9","4-Hydroxybenzaldehyde
121.03 m/z @ 0.95 min",NA,21,3.49019607843137
"180","feat_65_spec_10",65,121.02962,0.949,14,252,"4-Hydroxybenzaldehyde",121.02962,0.949,FALSE,NA,"F65_S10","4-Hydroxybenzaldehyde
121.03 m/z @ 0.95 min",NA,22,4.07843137254902
"181","feat_65_spec_11",65,121.02962,0.949,8,252,"4-Hydroxybenzaldehyde",121.02962,0.949,FALSE,NA,"F65_S11","4-Hydroxybenzaldehyde
121.03 m/z @ 0.95 min",NA,23,3.49019607843137
"182","feat_65_spec_12",65,121.02962,0.949,15,252,"4-Hydroxybenzaldehyde",121.02962,0.949,FALSE,NA,"F65_S12","4-Hydroxybenzaldehyde
121.03 m/z @ 0.95 min",NA,24,4.17647058823529
"187","feat_68_spec_1",68,311.02899,3.458,15,629,"Dimethylphosphate",311.02899,3.458,FALSE,NA,"F68_S1","Dimethylphosphate
311.03 m/z @ 3.46 min",NA,25,4.17647058823529
"188","feat_68_spec_2",68,311.02899,3.458,12,629,"Dimethylphosphate",311.02899,3.458,FALSE,NA,"F68_S2","Dimethylphosphate
311.03 m/z @ 3.46 min",NA,26,3.88235294117647
"189","feat_68_spec_3",68,311.02899,3.458,12,629,"Dimethylphosphate",311.02899,3.458,FALSE,NA,"F68_S3","Dimethylphosphate
311.03 m/z @ 3.46 min",NA,25,3.88235294117647
"190","feat_68_spec_4",68,311.02899,3.458,20,629,"Dimethylphosphate",311.02899,3.458,FALSE,NA,"F68_S4","Dimethylphosphate
311.03 m/z @ 3.46 min",NA,27,4.66666666666667
"193","feat_69_spec_3",69,125.02443,5.095,13,4045,"4-Hydroxy-6-methyl-2-pyrone",125.02443,5.095,FALSE,NA,"F69_S3","4-Hydroxy-6-methyl-2-pyrone
125.02 m/z @ 5.1 min",NA,2,3.98039215686275
"198","feat_72_spec_2",72,125.03564,2.061,14,2702,"Thymine",125.03564,2.061,FALSE,NA,"F72_S2","Thymine
125.04 m/z @ 2.06 min",NA,2,4.07843137254902
"200","feat_72_spec_4",72,125.03564,2.061,12,2702,"Thymine",125.03564,2.061,FALSE,NA,"F72_S4","Thymine
125.04 m/z @ 2.06 min",NA,2,3.88235294117647
"202","feat_73_spec_1",73,125.03569,3.871,19,1608,"Thymine",125.03569,3.871,FALSE,NA,"F73_S1","Thymine
125.04 m/z @ 3.87 min",NA,2,4.56862745098039
"204","feat_73_spec_3",73,125.03569,3.871,14,1608,"Thymine",125.03569,3.871,FALSE,NA,"F73_S3","Thymine
125.04 m/z @ 3.87 min",NA,2,4.07843137254902
"206","feat_73_spec_5",73,125.03569,3.871,12,1608,"Thymine",125.03569,3.871,FALSE,NA,"F73_S5","Thymine
125.04 m/z @ 3.87 min",NA,2,3.88235294117647
"208","feat_73_spec_7",73,125.03569,3.871,16,1608,"Thymine",125.03569,3.871,FALSE,NA,"F73_S7","Thymine
125.04 m/z @ 3.87 min",NA,2,4.27450980392157
"210","feat_74_spec_1",74,125.03571,3.69,11,1915,"Thymine",125.03571,3.69,FALSE,NA,"F74_S1","Thymine
125.04 m/z @ 3.69 min",NA,2,3.7843137254902
"211","feat_74_spec_2",74,125.03571,3.69,7,1915,"Thymine",125.03571,3.69,FALSE,NA,"F74_S2","Thymine
125.04 m/z @ 3.69 min",NA,2,3.3921568627451
